Date,Last Price,Open Interest,SMAVG (15)
2013-09-09,108.27,62019,54025
2013-09-06,109.34,59799,53213
2013-09-05,108.77,57472,52553
2013-09-04,108.51,55838,51546
2013-09-03,108.82,54758,50664
2013-09-02,108.12,53842,49922
2013-08-30,108.02,53433,49130
2013-08-29,109.22,53360,48271
2013-08-28,110.55,53366,47333
2013-08-27,109.22,50577,46299
2013-08-26,106.52,51031,45443
2013-08-23,106.81,51580,44516
2013-08-22,106.13,51587,43497
2013-08-21,106.04,51365,42447
2013-08-20,106.25,50351,41355
2013-08-19,106.11,49830,40315
2013-08-16,106.43,49900,39271
2013-08-15,106.81,42375,38211
2013-08-14,106.04,42603,37660
2013-08-13,105.98,43636,37009
2013-08-12,105.34,41952,36213
2013-08-09,104.39,40546,35505
2013-08-08,103.09,39294,34901
2013-08-07,103.76,37854,34400
2013-08-06,104.55,37743,33958
2013-08-05,105.26,37119,35641
2013-08-02,105.62,36304,37428
2013-08-01,106.01,35832,39162
2013-07-31,104.67,34982,40698
2013-07-30,103.91,34754,42257
2013-07-29,104.24,34173,43605
2013-07-26,103.98,34005,44876
2013-07-25,104.54,34107,46063
2013-07-24,104.12,32831,47296
2013-07-23,104.87,31700,48646
2013-07-22,104.43,31326,49942
2013-07-19,104.54,31494,51207
2013-07-18,105.5,31775,52483
2013-07-17,105.53,31218,53727
2013-07-16,105.6,62991,54960
2013-07-15,105.56,63930,54104
2013-07-12,105.62,62313,53113
2013-07-11,104.86,58876,52224
2013-07-10,105.2,58365,51593
2013-07-09,104.82,54974,50950
2013-07-08,104.44,53229,50536
2013-07-05,104.46,51818,50253
2013-07-04,102.79,52601,50072
2013-07-03,103.33,53073,59455
2013-07-02,101.77,51149,68547
2013-07-01,100.8,50299,77591
2013-06-28,100.1,50633,86736
2013-06-27,100.9,50443,95674
2013-06-26,99.9,49708,104650
2013-06-25,99.53,50155,113777
2013-06-24,99.45,49064,122662
2013-06-21,99.1,48972,131779
2013-06-20,100.43,49406,140872
2013-06-19,104.35,48726,149737
2013-06-18,104.31,48766,158725
2013-06-17,103.74,48983,167735
2013-06-14,104.05,49095,176727
2013-06-13,103.51,193359,185693
2013-06-12,102.27,189450,185049
2013-06-11,101.63,186806,184556
2013-06-10,102.6,187473,184195
2013-06-07,102.81,184708,183947
2013-06-06,101.83,185072,184040
2013-06-05,101.15,186624,175809
2013-06-04,101.22,183433,167428
2013-06-03,100.44,185819,159316
2013-05-31,99.02,185355,151077
2013-05-30,100.72,182391,142726
2013-05-29,100.84,183534,134342
2013-05-28,102.51,183926,125683
2013-05-27,101.03,183859,116898
2013-05-24,101.08,183590,108104
2013-05-23,101.02,183696,99354
2013-05-22,101.27,182048,90524
2013-05-21,102.62,181398,81753
2013-05-20,103.37,183747,72971
2013-05-17,103.06,186102,64108
2013-05-16,102.65,61610,55062
2013-05-15,102.15,60909,54296
2013-05-14,101.5,61757,53579
2013-05-13,101.71,62233,52792
2013-05-10,102.65,60086,51946
2013-05-09,103.25,56642,51432
2013-05-08,102.95,53637,51177
2013-05-07,102.94,52156,51090
2013-05-06,103.69,51955,51110
2013-05-03,102.25,52327,52153
2013-05-02,100.99,51249,53066
2013-05-01,98.31,50490,54018
2013-04-30,100.77,49658,54837
2013-04-29,101.94,50810,55629
2013-04-26,101.53,50415,56210
2013-04-25,101.93,50122,56860
2013-04-24,100.63,50145,57570
2013-04-23,99.26,49962,58248
2013-04-22,99.43,49538,59000
2013-04-19,98.32,52381,59843
2013-04-18,97.78,52809,60522
2013-04-17,97.01,52340,61255
2013-04-16,99.2,52446,62034
2013-04-15,99.79,67610,62638
2013-04-12,101.98,66018,62284
2013-04-11,103.4,65522,61963
2013-04-10,104.44,62785,61484
2013-04-09,104.68,61538,61092
2013-04-08,103.72,59519,60841
2013-04-05,103.13,60159,60579
2013-04-04,104.67,60782,61618
2013-04-03,105.3,60309,63247
2013-04-02,108.64,61237,64692
2013-04-01,108.69,62190,65987
2013-03-28,107.72,62559,67125
2013-03-27,107.31,63817,68315
2013-03-26,106.95,64023,69275
2013-03-25,105.69,61509,70129
2013-03-22,105.09,62290,71088
2013-03-21,104.85,61203,71938
2013-03-20,105.84,58344,72781
2013-03-19,104.76,56898,73956
2013-03-18,106.75,57770,75216
2013-03-15,106.82,55598,76417
2013-03-14,106.66,75740,77763
2013-03-13,106.19,85223,77850
2013-03-12,106.97,81976,77439
2013-03-11,107.24,80668,77346
2013-03-08,107.71,79258,77286
2013-03-07,107.52,80412,77350
2013-03-06,107.04,78218,77339
2013-03-05,107.51,76828,78076
2013-03-04,105.95,75892,78872
2013-03-01,106.39,75042,79711
2013-02-28,107.42,73850,80602
2013-02-27,108.09,75961,81602
2013-02-26,109,75797,82444
2013-02-25,110.52,75791,83178
2013-02-22,110.28,75788,83830
2013-02-21,109.91,77041,84485
2013-02-20,111.89,79057,84872
2013-02-19,113.55,80580,84906
2013-02-18,113.34,79775,84683
2013-02-15,113.61,80212,84155
2013-02-14,113.98,80257,83593
2013-02-13,114.71,89265,83068
2013-02-12,114.69,88768,81844
2013-02-11,114.11,88478,80608
2013-02-08,114.49,88414,79382
2013-02-07,113.17,88853,78147
2013-02-06,112.83,88578,76858
2013-02-05,112.54,86806,73686
2013-02-04,111.78,85584,70540
2013-02-01,112.82,85601,67454
2013-01-31,111.57,82855,64372
2013-01-30,110.98,79558,61415
2013-01-29,110.27,77238,58765
2013-01-28,109.42,71851,56189
2013-01-25,109.13,71782,54068
2013-01-24,109.38,72388,51823
2013-01-23,108.74,70899,49546
2013-01-22,108.61,70235,47442
2013-01-21,108.23,70093,45288
2013-01-18,108.34,69889,43111
2013-01-17,107.89,69512,40876
2013-01-16,107.18,41005,38621
2013-01-15,107.18,39608,38251
2013-01-14,108.47,39296,38007
2013-01-11,107.49,39371,37685
2013-01-10,108.68,38501,37337
2013-01-09,108.46,39807,36995
2013-01-08,108.54,38596,36580
2013-01-07,107.81,40044,40875
2013-01-04,107.41,38100,44976
2013-01-03,108.06,38234,49139
2013-01-02,108.35,39333,53449
2012-12-31,107.41,37925,57626
2012-12-28,107.13,37448,62026
2012-12-27,107.51,36356,66459
2012-12-26,107.74,35689,70996
2012-12-24,105.75,35459,75239
2012-12-21,106.01,35946,79339
2012-12-20,107.04,34468,83363
2012-12-19,107.08,34147,87484
2012-12-18,105.54,33370,91473
2012-12-17,104.47,33586,95396
2012-12-14,105.57,103019,99408
2012-12-13,103.97,101555,98697
2012-12-12,105.49,100546,98086
2012-12-11,104.26,102882,97492
2012-12-10,103.84,101987,96747
2012-12-07,104.17,103934,95934
2012-12-06,104.38,103943,95003
2012-12-05,106.06,104409,91211
2012-12-04,106.98,99336,87366
2012-12-03,108.04,96954,83802
2012-11-30,108.22,96309,80246
2012-11-29,107.85,96282,76715
2012-11-28,106.74,93983,73182
2012-11-27,107.23,92222,69745
2012-11-26,108.06,93758,66335
2012-11-23,108.48,92359,62752
2012-11-22,107.72,92391,59122
2012-11-21,107.98,91636,55412
2012-11-20,107,91706,51649
2012-11-19,108.74,89795,47701
2012-11-16,106.27,89961,43868
2012-11-15,106,47070,39973
2012-11-14,106.57,46734,38765
2012-11-13,105.66,45875,37703
2012-11-12,106.29,43606,36702
2012-11-09,106.35,43349,35781
2012-11-08,104.59,43287,34847
2012-11-07,104.2,42426,33916
2012-11-06,108.02,41066,33067
2012-11-05,105,40022,32301
2012-11-02,103.21,37907,31541
2012-11-01,105.38,36746,30877
2012-10-31,105.23,35178,30299
2012-10-30,105.54,32489,29700
2012-10-29,105.79,32297,29285
2012-10-26,106.28,31550,28818
2012-10-25,105.3,28942,28336
2012-10-24,104.86,30801,27970
2012-10-23,105.33,30868,27466
2012-10-22,106.56,29788,26923
2012-10-19,107.34,29338,26456
2012-10-18,109.79,29322,26026
2012-10-17,110.69,29684,25606
2012-10-16,111.58,29581,25159
2012-10-15,111.72,28629,24700
2012-10-12,111.12,27945,24290
2012-10-11,111.98,28072,23966
2012-10-10,110.37,26187,23631
2012-10-09,110.58,26271,23376
2012-10-08,108.34,25298,23145
2012-10-05,108.64,24321,23054
2012-10-04,109.24,23439,23060
2012-10-03,105.33,23243,24651
2012-10-02,108.69,22732,26065
2012-10-01,109.01,22785,27381
2012-09-28,109.16,22886,28549
2012-09-27,108.67,23017,29611
2012-09-26,106.81,22985,30585
2012-09-25,107.39,22683,31527
2012-09-24,107.02,22488,32489
2012-09-21,108.22,23087,33468
2012-09-20,106.95,23050,34404
2012-09-19,105.64,22356,35306
2012-09-18,109.5,22805,36297
2012-09-17,111.18,23928,37246
2012-09-14,114.04,24420,38071
2012-09-13,113.95,47302,38899
2012-09-12,113.53,44458,38228
2012-09-11,112.96,42466,37746
2012-09-10,112.52,40304,37302
2012-09-07,111.94,38810,36928
2012-09-06,111.42,37638,36579
2012-09-05,111.09,37108,36578
2012-09-04,111.79,37117,36548
2012-09-03,113.27,37167,36482
2012-08-31,112.24,37129,36407
2012-08-30,110.6,36584,36192
2012-08-29,110.47,37218,35973
2012-08-28,110.65,37038,35604
2012-08-27,110,36311,35058
2012-08-24,111.1,36836,34540
2012-08-23,112.23,37237,33976
2012-08-22,112.66,37230,33379
2012-08-21,112.31,35801,32798
2012-08-20,111.28,34689,32421
2012-08-17,111.24,33588,32119
2012-08-16,112.98,37611,31812
2012-08-15,111.71,36671,31175
2012-08-14,110.04,36127,30528
2012-08-13,109.74,36037,29801
2012-08-10,109.02,33900,29081
2012-08-09,109.63,33305,28499
2012-08-08,108.55,31678,27918
2012-08-07,108.25,28856,27417
2012-08-06,106.43,28531,27024
2012-08-03,105.5,28380,27884
2012-08-02,102.37,28280,28737
2012-08-01,102.99,28523,29442
2012-07-31,102.39,30138,30021
2012-07-30,103.6,30164,30376
2012-07-27,103.81,28984,30567
2012-07-26,102.68,28044,30748
2012-07-25,102.19,26969,31025
2012-07-24,101.24,25231,31348
2012-07-23,101.17,25231,31779
2012-07-20,104.87,25169,32260
2012-07-19,105.5,24593,32764
2012-07-18,103.28,24155,33297
2012-07-17,102.31,22963,33964
2012-07-16,102.07,41432,34721
2012-07-13,100.14,41173,34207
2012-07-12,99.18,38855,33607
2012-07-11,98.82,37214,33141
2012-07-10,96.97,35460,32764
2012-07-09,98.8,33026,32454
2012-07-06,97.24,31702,32280
2012-07-05,99.6,32203,32112
2012-07-04,98.88,31817,38889
2012-07-03,99.84,31688,45697
2012-07-02,96.48,32456,52772
2012-06-29,97.77,32716,59500
2012-06-28,91.42,32601,66149
2012-06-27,93.34,34159,72786
2012-06-26,93.21,34316,79240
2012-06-25,91.87,33720,85865
2012-06-22,91.94,32168,92523
2012-06-21,90.7,31870,99191
2012-06-20,93.73,31553,105373
2012-06-19,95.97,30810,111399
2012-06-18,95.89,30423,117495
2012-06-15,97.14,29175,123463
2012-06-14,96.91,133864,129671
2012-06-13,96.36,133939,128903
2012-06-12,96.86,137814,128293
2012-06-11,97.15,133370,127202
2012-06-08,98.42,132449,126519
2012-06-07,98.53,132153,126030
2012-06-06,98.93,130972,125834
2012-06-05,97.21,133697,120960
2012-06-04,97.26,133582,115842
2012-06-01,97.03,132200,110782
2012-05-31,100.33,124597,105823
2012-05-30,101.79,121937,101196
2012-05-29,104.76,122250,96564
2012-05-28,105.09,119943,91865
2012-05-25,104.81,122296,87232
2012-05-24,104.16,122345,82392
2012-05-23,103.45,124796,77447
2012-05-22,105.82,121443,72424
2012-05-21,106.09,123130,67659
2012-05-18,104.66,125110,62833
2012-05-17,105.35,129218,57816
2012-05-16,107.74,57862,52423
2012-05-15,108.97,56921,51649
2012-05-14,108.92,57686,50928
2012-05-11,109.87,57811,50113
2012-05-10,110.53,55192,49264
2012-05-09,110.83,52462,48578
2012-05-08,110.62,51764,48046
2012-05-07,110.96,50442,47592
2012-05-04,111.03,49701,47203
2012-05-03,114.14,48163,49135
2012-05-02,116.09,49448,51067
2012-05-01,117.38,49969,52625
2012-04-30,117.23,50750,54094
2012-04-27,117.25,49858,55493
2012-04-26,117.4,48315,56843
2012-04-25,116.82,46247,58115
2012-04-24,116.28,46111,59294
2012-04-23,116.49,45465,60288
2012-04-20,116.59,45075,61243
2012-04-19,115.92,44896,62108
2012-04-18,116.09,44482,62950
2012-04-17,116.83,44961,63729
2012-04-16,116.36,44601,64464
2012-04-13,118.91,78680,65203
2012-04-12,119.37,77154,63640
2012-04-11,117.8,72817,62106
2012-04-10,117.29,71996,60816
2012-04-09,119.75,71735,59537
2012-04-05,120.24,70103,58291
2012-04-04,119.45,67405,58304
2012-04-03,121.72,63936,58435
2012-04-02,121.87,61011,58900
2012-03-30,119.05,59789,59416
2012-03-29,118.81,58056,59896
2012-03-28,120.7,57529,60462
2012-03-27,121.87,56158,61022
2012-03-26,122.16,55985,61696
2012-03-23,121.46,55690,62310
2012-03-22,120.06,55234,62957
2012-03-21,121.24,54140,63636
2012-03-20,121.38,53473,64329
2012-03-19,122.7,52811,65181
2012-03-16,122.68,53043,66162
2012-03-15,120.74,70306,67224
2012-03-14,122.52,69368,67339
2012-03-13,123.44,70909,67384
2012-03-12,122.44,68753,67193
2012-03-09,122.94,66980,66956
2012-03-08,122.64,66551,66829
2012-03-07,121.24,65930,66638
2012-03-06,119.2,66267,66336
2012-03-05,120.33,65198,65102
2012-03-02,119.75,65385,63844
2012-03-01,121.61,65429,62555
2012-02-29,118.86,64537,61220
2012-02-28,118.4,66254,59797
2012-02-27,120.72,67523,58215
2012-02-24,121.62,68972,56558
2012-02-23,119.77,72032,54820
2012-02-22,118.83,70034,52922
2012-02-21,118.53,68054,51083
2012-02-20,117.13,65189,49344
2012-02-17,116.27,65075,47816
2012-02-16,116.55,63691,46328
2012-02-15,115.71,61397,44903
2012-02-14,115.37,47760,43562
2012-02-13,115.72,46325,43045
2012-02-10,115.09,46053,42486
2012-02-09,116.38,45407,41904
2012-02-08,115.07,43192,41364
2012-02-07,114.43,42516,40962
2012-02-06,114.34,42676,40502
2012-02-03,112.92,42898,39803
2012-02-02,110.5,43564,39089
2012-02-01,110.11,42442,38137
2012-01-31,109.66,41979,37163
2012-01-30,109.54,42258,36088
2012-01-27,110.04,42766,34937
2012-01-26,109.77,42315,33769
2012-01-25,109.29,41286,32581
2012-01-24,109.46,39993,31406
2012-01-23,109.59,37952,30338
2012-01-20,108.9,37310,29454
2012-01-19,110.47,37318,28540
2012-01-18,109.76,37158,27619
2012-01-17,110.56,35615,26659
2012-01-16,110.46,32195,25779
2012-01-13,109.43,32189,25128
2012-01-12,109.83,29280,24475
2012-01-11,110.95,27828,24000
2012-01-10,111.79,25855,23574
2012-01-09,111.33,24998,23258
2012-01-06,111.48,25237,22932
2012-01-05,110.89,24495,26255
2012-01-04,111.84,23669,29667
2012-01-03,109.81,23975,32961
2011-12-30,105.63,24694,36257
2011-12-29,106.32,23591,39666
2011-12-28,105.81,23504,43115
2011-12-27,107.17,22764,46370
2011-12-26,,22417,49576
2011-12-23,105.92,22417,52711
2011-12-22,105.8,22396,55829
2011-12-21,105.74,22155,58918
2011-12-20,104.76,21441,62149
2011-12-19,101.75,21115,65244
2011-12-16,101.92,20108,68386
2011-12-15,102.63,75085,71683
2011-12-14,103.28,75679,71333
2011-12-13,108.16,73078,70940
2011-12-12,106.32,73409,70710
2011-12-09,107.71,75828,70372
2011-12-08,107.07,75322,69813
2011-12-07,108.18,72341,69391
2011-12-06,109.1,70842,68735
2011-12-05,108.3,69446,65273
2011-12-02,108.46,69184,61929
2011-12-01,107.71,68737,58636
2011-11-30,108.23,70616,55335
2011-11-29,107.42,67877,51913
2011-11-28,105.84,68234,48634
2011-11-25,104.26,69573,45354
2011-11-24,105.96,69835,41847
2011-11-23,105.66,69774,38341
2011-11-22,107.52,69632,34912
2011-11-21,105.66,68341,31505
2011-11-18,106.19,67436,28227
2011-11-17,107.04,68998,25008
2011-11-16,110.06,62506,21713
2011-11-15,110.61,18908,18825
2011-11-14,109.68,19278,18863
2011-11-11,110.8,19800,18905
2011-11-10,110.27,19211,18895
2011-11-09,109.46,19290,18944
2011-11-08,111.54,18694,18980
2011-11-07,110.76,19038,19004
2011-11-04,108.6,16964,18888
2011-11-03,107.44,17250,19611
2011-11-02,105.75,18327,20294
2011-11-01,105.93,18531,20846
2011-10-31,107.03,19174,21437
2011-10-28,107.62,19144,21916
2011-10-27,109.32,19587,22462
2011-10-26,105.53,19181,22902
2011-10-25,106.59,19476,23377
2011-10-24,107.27,19901,23752
2011-10-21,105.62,19653,24158
2011-10-20,105.58,19954,24649
2011-10-19,104.97,19828,25023
2011-10-18,107.12,19047,25368
2011-10-17,105.58,17297,25756
2011-10-14,107.7,27810,26149
2011-10-13,104.96,27505,25741
2011-10-12,105.01,26603,25324
2011-10-11,104.43,27392,24923
2011-10-10,103.15,26360,24519
2011-10-07,101.12,27329,24119
2011-10-06,101.53,26200,23649
2011-10-05,98.53,26300,25078
2011-10-04,95.27,25102,26406
2011-10-03,96.9,25990,27773
2011-09-30,98.24,27017,28937
2011-09-29,100.73,25566,30056
2011-09-28,101,24996,31234
2011-09-27,103.83,24868,32419
2011-09-26,100.88,23194,33567
2011-09-23,100.6,21700,34808
2011-09-22,101.91,21236,36137
2011-09-21,106.94,20595,37468
2011-09-20,107.5,21330,38857
2011-09-19,106.59,20360,40216
2011-09-16,109.26,20286,41683
2011-09-15,109.67,47630,43141
2011-09-14,107.62,46219,42816
2011-09-13,107.73,45609,42545
2011-09-12,107.65,43456,42228
2011-09-09,108.71,43788,42156
2011-09-08,111.39,43247,42025
2011-09-07,113.19,42760,41926
2011-09-06,110.41,42099,41852
2011-09-05,107.42,41803,40181
2011-09-02,109.75,41631,38522
2011-09-01,111.93,41207,36980
2011-08-31,112.68,41436,35482
2011-08-30,112.25,41715,34024
2011-08-29,110.35,42354,32563
2011-08-26,109.93,42163,31036
2011-08-25,109.32,42751,29464
2011-08-24,108.91,42161,27846
2011-08-23,108.17,40851,26259
2011-08-22,107.29,42376,24732
2011-08-19,107.38,41827,23130
2011-08-18,105.77,41763,21521
2011-08-17,109.52,41641,19942
2011-08-16,108.42,17039,18347
2011-08-15,109.31,16913,18420
2011-08-12,107.07,18505,18485
2011-08-11,107.38,18731,18433
2011-08-10,106.52,19573,18345
2011-08-09,102.69,19793,18212
2011-08-08,104,19454,18059
2011-08-05,109.46,18583,17935
2011-08-04,107.24,18474,17865
2011-08-03,112.98,18362,18176
2011-08-02,115.91,17947,18489
2011-08-01,116.31,18351,18877
2011-07-29,116.41,17691,19166
2011-07-28,117.05,18080,19456
2011-07-27,116.97,17709,19593
2011-07-26,118.24,18130,19779
2011-07-25,117.93,17891,19950
2011-07-22,118.6,17733,20166
2011-07-21,117.52,17407,20409
2011-07-20,118.14,17576,20690
2011-07-19,117.04,17502,20962
2011-07-18,116.17,17591,21247
2011-07-15,117.54,17524,21584
2011-07-14,116.74,23144,21940
2011-07-13,118.07,23054,21856
2011-07-12,117.18,23769,21848
2011-07-11,116.56,22689,21750
2011-07-08,117.65,22036,21753
2011-07-07,118.14,20136,21812
2011-07-06,113.46,20509,22008
2011-07-05,113.32,20687,26637
2011-07-04,111.39,21140,31247
2011-07-01,112.1,21374,35607
2011-06-30,112.82,21624,40176
2011-06-29,112.73,21655,44784
2011-06-28,109.19,21774,49244
2011-06-27,106.39,22639,53409
2011-06-24,106.2,22863,57701
2011-06-23,107.37,21894,62011
2011-06-22,112.89,22935,66663
2011-06-21,109.79,22300,71423
2011-06-20,110.81,22733,76165
2011-06-17,112.13,22922,80827
2011-06-16,112.77,23072,85515
2011-06-15,111.95,89940,90080
2011-06-14,118.09,89840,90274
2011-06-13,116.93,86540,90368
2011-06-10,116.92,89912,90711
2011-06-09,117.5,90736,90927
2011-06-08,116.05,88559,90912
2011-06-07,114.88,84243,90879
2011-06-06,112.77,87028,91541
2011-06-03,114.07,87513,87444
2011-06-02,113.74,91667,83277
2011-06-01,112.91,94347,78773
2011-05-31,115.03,93416,74044
2011-05-30,113.05,92669,69314
2011-05-27,113.4,93239,64561
2011-05-26,113.25,91551,59770
2011-05-25,113.14,92852,55018
2011-05-24,110.81,91248,50121
2011-05-23,108.5,91684,45371
2011-05-20,110.57,93151,40548
2011-05-19,109.5,90510,35637
2011-05-18,110.37,88066,30894
2011-05-17,108.19,94181,26322
2011-05-16,109.32,25569,21442
2011-05-13,111.46,25003,21159
2011-05-12,110.5,24114,20868
2011-05-11,110.02,23410,20656
2011-05-10,115.28,22468,20523
2011-05-09,113.57,21374,20478
2011-05-06,107.51,21375,20520
2011-05-05,109.31,20267,20842
2011-05-04,119.54,19401,21185
2011-05-03,120.85,19991,21560
2011-05-02,123.38,19342,21903
2011-04-29,124.11,19482,22230
2011-04-28,123.22,19366,22503
2011-04-27,123.36,19492,22795
2011-04-26,122.25,20970,23087
2011-04-25,121.8,21336,23267
2011-04-21,122.13,20625,23376
2011-04-20,121.95,20945,23604
2011-04-19,119.56,21417,23738
2011-04-18,119.79,21794,23816
2011-04-15,121.6,21992,23806
2011-04-14,120.47,26206,23784
2011-04-13,120.78,25422,23591
2011-04-12,118.96,25018,23446
2011-04-11,121.65,25144,23349
2011-04-08,124.15,24235,23205
2011-04-07,120.81,23584,23123
2011-04-06,120.49,23741,23114
2011-04-05,120.47,23871,23842
2011-04-04,119.11,23670,24401
2011-04-01,117.13,22973,24969
2011-03-31,116.08,24053,25551
2011-03-30,113.9,22946,26075
2011-03-29,113.89,22592,26701
2011-03-28,113.49,21639,27264
2011-03-25,114.35,21662,27850
2011-03-24,114.59,23308,28451
2011-03-23,114.41,23252,28936
2011-03-22,114.64,23568,29438
2011-03-21,113.84,22975,29874
2011-03-18,112.56,23018,30348
2011-03-17,113.49,23435,30787
2011-03-16,109.76,34669,31183
2011-03-15,108.02,32262,30952
2011-03-14,113.08,32185,30876
2011-03-11,113.15,31694,30832
2011-03-10,114.42,31922,30833
2011-03-09,115.25,32333,30709
2011-03-08,113.12,31035,30558
2011-03-07,114.68,30425,30413
2011-03-04,115.14,30686,30327
2011-03-03,114.38,30574,29895
2011-03-02,115.17,30790,29507
2011-03-01,114.41,30104,29084
2011-02-28,111.1,30094,28618
2011-02-25,111.36,29595,28113
2011-02-24,110.29,29379,27441
2011-02-23,110.04,31203,26749
2011-02-22,105.71,31122,25876
2011-02-21,106.05,31528,24928
2011-02-18,103.4,31698,23945
2011-02-17,103.36,30072,22947
2011-02-16,104.35,30060,22093
2011-02-15,102.32,28870,21209
2011-02-14,103.87,29133,20378
2011-02-11,101.83,24204,19593
2011-02-10,102.4,24754,19082
2011-02-09,103.3,24438,18549
2011-02-08,101.81,23113,18022
2011-02-07,101.19,22525,17559
2011-02-04,101.28,19516,17120
2011-02-03,103.07,19001,17881
2011-02-02,103.47,18103,18596
2011-02-01,102.49,16908,19160
2011-01-31,101.67,16787,19823
2011-01-28,100.25,16715,20427
2011-01-27,98.28,17272,21051
2011-01-26,98.62,16800,21472
2011-01-25,96.03,16406,21830
2011-01-24,97.24,17355,22210
2011-01-21,97.95,16530,22609
2011-01-20,97.16,16773,23041
2011-01-19,98.37,16524,23437
2011-01-18,98.26,16167,23874
2011-01-17,97.7,15942,24306
2011-01-14,98.58,30935,24783
2011-01-13,97.5,29728,24256
2011-01-12,97.58,26561,23810
2011-01-11,97.24,26849,23521
2011-01-10,95.85,25843,23174
2011-01-07,93.71,26087,22930
2011-01-06,94.97,23577,22641
2011-01-05,96.02,22168,25288
2011-01-04,94.18,22108,27904
2011-01-03,95.43,23336,30717
2010-12-31,95.15,23014,33185
2010-12-30,93.53,22721,35483
2010-12-29,94.39,23074,37907
2010-12-28,94.62,22650,40456
2010-12-27,94.12,23096,42926
2010-12-24,93.81,23029,45166
2010-12-23,94.34,23038,47056
2010-12-22,93.79,22232,49059
2010-12-21,93.49,21639,50982
2010-12-20,93.14,22179,52848
2010-12-17,92.21,21760,54735
2010-12-16,92.05,63280,56536
2010-12-15,92.45,61411,55483
2010-12-14,91.84,64289,54525
2010-12-13,91.88,60363,53368
2010-12-10,91.06,57481,52600
2010-12-09,91.59,59080,51974
2010-12-08,91.59,61313,51285
2010-12-07,91.79,59699,50362
2010-12-06,91.48,56692,49335
2010-12-03,91.5,51391,47217
2010-12-02,90.73,53076,45415
2010-12-01,89.4,51071,43481
2010-11-30,86.67,49637,41684
2010-11-29,88.21,50489,40096
2010-11-26,86.54,48772,38393
2010-11-25,87.1,47485,36729
2010-11-24,86.81,47036,35115
2010-11-23,84.33,46930,33520
2010-11-22,84.89,48843,31928
2010-11-19,85.21,48090,30245
2010-11-18,85.98,48755,28621
2010-11-17,84.47,47461,26962
2010-11-16,85.91,44297,25336
2010-11-15,87.64,24916,23964
2010-11-12,87.46,24367,23878
2010-11-11,90.09,24064,23830
2010-11-10,90.06,24116,23809
2010-11-09,89.56,25825,23786
2010-11-08,89.78,24941,23632
2010-11-05,89.4,23807,23515
2010-11-04,89.19,23279,23458
2010-11-03,87.64,23114,23494
2010-11-02,86.74,23041,23565
2010-11-01,85.98,23602,23613
2010-10-29,84.48,23733,23562
2010-10-28,85.2,23862,23542
2010-10-27,84.96,23072,23519
2010-10-26,85.31,23724,23539
2010-10-25,85.25,23624,23497
2010-10-22,84.83,23651,23393
2010-10-21,83.76,23750,23264
2010-10-20,85.43,23766,23068
2010-10-19,83.1,23512,22804
2010-10-18,86.43,23182,22588
2010-10-15,84.51,22953,22373
2010-10-14,85.77,23828,22148
2010-10-13,86.26,24172,21900
2010-10-12,85.38,23770,21598
2010-10-11,85.7,22834,21265
2010-10-08,85.85,23431,20916
2010-10-07,85.16,23511,20451
2010-10-06,86.65,23371,19977
2010-10-05,86.48,23100,19875
2010-10-04,85.03,22069,19723
2010-10-01,85.6,21706,19704
2010-09-30,84.24,20819,19581
2010-09-29,82.7,19798,19512
2010-09-28,80.62,20277,19421
2010-09-27,80.4,19958,19268
2010-09-24,80.85,19573,19165
2010-09-23,80.28,20113,19092
2010-09-22,80.18,19639,19059
2010-09-21,80.57,18783,19004
2010-09-20,81.45,17589,19030
2010-09-17,80.39,16453,19197
2010-09-16,80.67,16409,19395
2010-09-15,81.15,21846,19573
2010-09-14,81.07,20819,19388
2010-09-13,80.86,21772,19176
2010-09-10,80.21,19873,18807
2010-09-09,79.58,19775,18581
2010-09-08,80.34,18430,18347
2010-09-07,80.13,17992,18173
2010-09-06,79.23,18410,18377
2010-09-03,79.24,18470,18547
2010-09-02,79.48,19623,18737
2010-09-01,79.12,18823,18870
2010-08-31,77.4,19160,19058
2010-08-30,79.35,20104,19255
2010-08-27,79.25,,
2010-08-26,77.64,19413,19345
2010-08-25,76.15,19084,19430
2010-08-24,75.21,19067,19562
2010-08-23,76.36,17645,19565
2010-08-20,76.95,16239,19617
2010-08-19,77.88,16478,19765
2010-08-18,79.25,16272,19891
2010-08-17,79.67,15812,19999
2010-08-16,77.82,21056,20142
2010-08-13,77.75,20961,19929
2010-08-12,78.12,21322,19700
2010-08-11,80.51,21613,19439
2010-08-10,82.5,21651,19165
2010-08-09,83.77,22106,18829
2010-08-06,82.93,21455,18506
2010-08-05,84.07,20694,18257
2010-08-04,84.49,21062,18617
2010-08-03,84.65,19103,18917
2010-08-02,83.13,18435,19363
2010-07-30,80.75,18448,19843
2010-07-29,80.12,18380,20331
2010-07-28,78.89,17894,20799
2010-07-27,78.85,17949,21293
2010-07-26,80.17,17869,21736
2010-07-23,80.07,17524,22111
2010-07-22,80.39,17399,22487
2010-07-21,78.01,17511,22894
2010-07-20,78.61,16612,23241
2010-07-19,78.22,17258,23681
2010-07-16,77.95,17714,24112
2010-07-15,78.06,26095,24531
2010-07-14,78.51,25570,24429
2010-07-13,78.62,25793,24376
2010-07-12,76.47,25635,24303
2010-07-09,77.8,25758,24216
2010-07-08,77.47,25406,24138
2010-07-07,76.11,25299,24068
